Name,Categories,Address,City,State,Postcode,Phone,Website,Email,Fax,latitude,longitude,ABN 2,ACN,Employees,Established,Licence No.,ABN Status,ABN,ABN Type,Country,Banner,Corporate,Corporate 2
Chemmart Pharmacy Vermont South,Chemist & Pharmacy Stores,cnr Hanover Rd 503 Burwood Hwy,Vermont South,VIC,3133,(03) 9887 8149,www.chemmart.com.au,,,-37.85633,145.18295,,,,,,Active,80 200 881 836,Business Name,AUS,Chemmart,EBO,EBO
Cincotta Discount Chemist Toukley,Chemist & Pharmacy Stores,Shop 1 213-217 Main Rd,Toukley,NSW,2263,(02) 4396 4137,www.cincottachemist.com.au/stores/16-toukley,info@cincottachemisttk.com.au,,-33.26389,151.53918,,,,1951,,Active,59 823 048 100,Other Name,AUS,Ventura Health,EBO,EBO
Cincotta Discount Chemist Toukley,Chemist & Pharmacy Stores,,BUDGEWOI,NSW,2262,(02) 4396 4137,www.cincottachemist.com.au/stores/16-toukley,info@cincottachemisttk.com.au,,-33.2115183,151.5359698,,,,1951,,Active,59 823 048 100,Other Name,AUS,Ventura Health,EBO,EBO
Cincotta Discount Chemist Toukley,Chemist & Pharmacy Stores,,THE ENTRANCE NORTH,NSW,2261,(02) 4396 4137,www.cincottachemist.com.au/stores/16-toukley,info@cincottachemisttk.com.au,,-33.3392742,151.4377395,,,,1951,,Active,59 823 048 100,Other Name,AUS,Ventura Health,EBO,EBO
Cincotta Discount Chemist Toukley,Chemist & Pharmacy Stores,,HAMLYN TERRACE,NSW,2259,(02) 4396 4137,www.cincottachemist.com.au/stores/16-toukley,info@cincottachemisttk.com.au,,-33.2473069,151.44946,,,,1951,,Active,59 823 048 100,Other Name,AUS,Ventura Health,EBO,EBO
Cloverdale Family Pharmacy,Chemist & Pharmacy Stores,377A Belgravia St,Cloverdale,WA,6105,(08) 9478 3551,,medicalenquiry@sigmahealthcare.com.au,,-31.962595,115.945757,34 673 551 644,,,,,Active,34 673 551 644,Business Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Cooloola Pharmacy,Chemist & Pharmacy Stores,7 Dolphin Ave,Tin Can Bay,QLD,4580,(07) 5486 4304,,,,-25.916151,153.002046,,,,,,Active,73 438 113 617,Business Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Coopers Pharmacy Wingham,Chemist & Pharmacy Stores,Shop 8 and 13 Wingham Plaza/,Wingham,NSW,2429,(02) 6553 5336,http://www.cooperspharmacy.com.au,wingham@cooperspharmacy.com.au,,-31.910803,152.446062,,,,,,Active,30 604 767 419,Business Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Cooroy Amcal Pharmacy,Chemist & Pharmacy Stores,3 Emerald St,Cooroy,QLD,4563,(07) 5447 6899,,,,-26.416827,152.909104,,,,,,Active,72 008 177 017,Trading Name,AUS,Amcal,SIG,Mergeco
Curtis Adams Pharmacy,Chemist & Pharmacy Stores,46 Reid St,Wangaratta,VIC,3676,(03) 5721 3686,,,,-36.35468,146.32658,,,,,,Active,41 159 328 424,Other Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Dalby Chemist,Chemist & Pharmacy Stores,Shop 6 37 North St,Dalby,QLD,4405,(07) 4580 1144,,info@dalbychemist.com.au,,-27.17753,151.268526,,,,,,Active,16 605 694 574,Business Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Dalton Village Pharmacy,Chemist & Pharmacy Stores,Dalton Village Shopping Centre 15/ 371 Dalton Rd,Epping,VIC,3076,(03) 9408 8944,,,,-37.65907,145.03,,,,,,Active,29 239 191 454,Other Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Dellwood Medical Centre Pharmacy,Chemist & Pharmacy Stores,297 Blaxcell St,South Granville,NSW,2142,(02) 9637 8333,,,,-33.854569,151.007892,,,,,,Active,37 679 843 748,Other Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Dennis Kilmartin Pharmacy,Chemist & Pharmacy Stores,58- 60 Station St,Seymour,VIC,3660,(03) 5792 1477,,,,-37.02424,145.13664,,,,,,Active,56 282 354 029,Trading Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Diana's Pharmacy,Chemist & Pharmacy Stores,Shop 2 84D Roberts Ave,Mortdale,NSW,2223,(02) 9586 0100,,mark_sadig@hotmail.com,,-33.968547,151.064731,,,,,,Active,94 896 750 341,Business Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Diana's Pharmacy,Chemist & Pharmacy Stores,44 Pindari Rd,Peakhurst Heights,NSW,2210,(02) 9533 3712,,dianasadig@hotmail.com,,-33.973659,151.054452,,,,,,Active,94 896 750 341,Business Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Direct Chemist Outlet Chermside,Chemist & Pharmacy Stores,"Shop 6a, Chermside Markets, Corner Webster and Gympie Rds",Chermside,QLD,4032,(07) 3359 2000,directchemistoutlet.com.au,dco.chermside@frednet.com.au,,-27.373685,153.023303,,,,,,Active,56 998 580 152,Business Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Direct Chemist Outlet Elsternwick,Chemist & Pharmacy Stores,336 Glenhuntly Rd,Elsternwick,VIC,3185,(03) 9523 9210,https://www.directchemistoutlet.com.au/,,,-37.884863,145.002984,,,,,,Active,93 096 935 411,Business Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Direct Chemist Outlet Gladstone Park,Chemist & Pharmacy Stores,"Shop 104, Gladstone Park Shopping Centre, 8-34 Gladstone Park Dr",Gladstone Park,VIC,3043,(03) 9338 1033,https://www.directchemistoutlet.com.au/,,,-37.688016,144.884783,,,,,,Active,74 526 976 961,Business Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Direct Chemist Outlet Kingston,Chemist & Pharmacy Stores,"Shop 1, Kingston Village Shopping Centre, 122-160 Grubb Rd",Ocean Grove,VIC,3226,(03) 5295 7077,https://www.directchemistoutlet.com.au/,,,-38.244318,144.539793,,,,,,Active,52 979 145 631,Business Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Direct Chemist Outlet Saltwater,Chemist & Pharmacy Stores,Shop 13 15 Kenswick St,Point Cook,VIC,3030,(03) 9994 0400,https://www.directchemistoutlet.com.au/,,,-37.911111,144.770904,,,,,,Active,99 412 922 480,Business Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Direct Chemist Outlet Werribee Central,Chemist & Pharmacy Stores,131 Watton St,Werribee,VIC,3030,(03) 9741 2883,https://www.directchemistoutlet.com.au,,,-37.902789,144.659501,,,,,,Active,84 477 589 891,Business Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Dolls Point Pharmacy,Chemist & Pharmacy Stores,Shop 6 524-544 Rocky Point Rd,Sans Souci,NSW,2219,(02) 9529 8696,,,,-33.9932345,151.131831,,,,,,Active,68 735 782 720,Trading Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Donnybrook Pharmacy,Chemist & Pharmacy Stores,78 South Western Hwy,Donnybrook,WA,6239,(08) 9731 1016,,,,-33.57348,115.82509,,,,,,Active,44 299 083 181,Trading Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Duncraig Pharmacy,Chemist & Pharmacy Stores,"Shop 8 Duncraig Shopping Centre, Marri Rd",Duncraig,WA,6023,(08) 9447 5208,,,,-31.83164405,115.7693389,,,,,,Active,48 050 225 840,Trading Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Earlwood Pharmacy,Chemist & Pharmacy Stores,358 Homer St,Earlwood,NSW,2206,(02) 9558 6888,,,,-33.927062,151.125133,,,,,,Active,81 273 727 161,Trading Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Enayati Services Pty Ltd,Chemist & Pharmacy Stores,106 Augusta Rd,Lenah Valley,TAS,7008,(03) 6234 3759,http://www.enayatiservices.com.au,,,-42.866103,147.296626,,,,,,Active,36 101 394 085,Entity Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Erskineville Chemist,Chemist & Pharmacy Stores,1/ 83 Erskineville Rd,Erskineville,NSW,2043,(02) 9519 7899,,,,-33.900049,151.184513,,,,,,Active,52 151 785 974,Business Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Excel Pharmacy,Chemist & Pharmacy Stores,Shop 2 178 Excelsior St,Guildford,NSW,2161,(02) 9632 5093,,,,-33.85236,151.00053,,,,,,Active,37 679 843 748,Trading Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Excel Pharmacy,Chemist & Pharmacy Stores,Cnr Excelsior and Constance Sts,Guildford,NSW,2161,(02) 9632 5093,,,,-33.851902,151.000966,,,,,,Active,37 679 843 748,Trading Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Exeter Pharmacy,Chemist & Pharmacy Stores,51 Main Rd,Exeter,TAS,7275,(03) 6394 4343,http://www.capitalchemisttas.com.au,,,-41.300627,146.95322,,,,,,Active,25 153 546 205,Trading Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Friendlies Chemist Perth,Chemist & Pharmacy Stores,849 Hay St,Perth,WA,6000,(08) 9321 5391,,,,-31.953074,115.853845,70 102 396 564,,Nov-20,2007,Sleep apnoea and snoring,Active,52 991 517 899,Trading Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Friendly Care Advantage Hobart,Chemist & Pharmacy Stores,127 New Town Rd,New Town,TAS,7008,(03) 6228 1146,www.chemmart.com.au,ntpharmacists@friendlysociety.com.au,,-42.8596,147.307133,17 087 963 013,,,,,Active,17 087 963 013,Business Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Friendly Pharmacy,Chemist & Pharmacy Stores,"Shop 12, 22 Kenthurst Rd, Round Corner",Dural,NSW,2158,(02) 9651 1156,http://www.friendlypharmacy.com.au/store.html,admin@friendlypharmacy.com.au,,-33.692481,151.019631,,,,,,Active,38 087 822 151,Business Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Gardenvale Pharmacy,Chemist & Pharmacy Stores,Shop 4 170 Martin St,Brighton,VIC,3186,(03) 9596 2174,,,,-37.898,145.00544,,,,,,Active,62 230 983 532,Business Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Gaslight Pharmacy,Chemist & Pharmacy Stores,484-486 Old South Head Rd,Rose Bay,NSW,2029,(02) 9371 9414,https://www.gaslightpharmacy.com.au/,mail@gaslightpharmacy.com.au,,-33.875241,151.272077,,,,,,Active,58 619 853 725,Trading Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Glenrose Pharmacy,Chemist & Pharmacy Stores,25 Glenrose Centre Glen St,Belrose,NSW,2085,(02) 9451 9191,,,,-33.739873,151.209547,,,,,,Active,14 898 010 147,Other Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Good Health Pharmacy,Chemist & Pharmacy Stores,30 Como Parade,Mentone,VIC,3194,(03) 9583 2092,www.goodhealthpharmacy.com.au,scripts@goodhealthpharmacy.com.au,,-37.982034,145.064255,41 926 366 564,,,,,Active,41 926 366 564,Other Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Greenfield Park Pharmacy,Chemist & Pharmacy Stores,Greenfield Park Shopng Ctr,Greenfield Park,NSW,2176,(02) 9610 1114,,,,-33.871629,150.88988,,,,,,Active,34 732 998 316,Other Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Greenfield Park Pharmacy,Chemist & Pharmacy Stores,Shop 13/14 Shopping Village,Greenfield Park,NSW,2176,(02) 9610 1114,,,,-33.8718038,150.8900998,,,,,,Active,34 732 998 316,Other Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Guardian Pharmacy Tunstall Square,Chemist & Pharmacy Stores,10 Tunstall Sq,Doncaster East,VIC,3109,(03) 9842 1487,,,,-37.790704,145.169904,,,,,,Active,92 750 292 050,Other Name,AUS,Guardian,SIG,Mergeco
Gwynneville Pharmacy,Chemist & Pharmacy Stores,184 Gipps Rd,Gwynneville,NSW,2500,(02) 4229 4287,www.facebook.com/GwynnevillePharmacy,gwynneville@my-pharmacy.com.au,,-34.415957,150.883957,,,,,,Active,35 606 917 899,Business Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Hamilton Island Pharmacy,Chemist & Pharmacy Stores,18 Front St,Hamilton Island,QLD,4803,(07) 4946 9681,,,,-20.343008,148.949971,,,,,,Active,68 005 414 451,Business Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Hanna's Pharmacy,Chemist & Pharmacy Stores,20 Robertson Dr,Mornington,VIC,3931,(03) 5977 1977,,,,-38.22543,145.05551,,,,,,Active,86 063 629 011,Business Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Healthline Pharmacy Bamford Lane,Chemist & Pharmacy Stores,Shop 2 375 Charles St,Kirwan,QLD,4817,(07) 4773 1758,https://www.facebook.com/healthlinebamfordlane/,webstore@isynergy.com.au,,-19.304184,146.740256,,,,,,Active,62 120 412 991,Business Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Healthlink Pharmacy Highclere,Chemist & Pharmacy Stores,Unit 2/ 52 Highclere Blv,Marangaroo,WA,6064,(08) 9342 4488,,,,-31.83025,115.84037,,,,,,Active,96 785 717 466,Trading Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Healthways Chemist,Chemist & Pharmacy Stores,Shop 11 Westfield Shopng Town,Westfield,WA,6111,(08) 9495 4264,,medicalenquiry@sigmahealthcare.com.au,,-32.119263,116.001196,,,,,,Active,34 673 551 644,Business Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Healthyworld Pharmacy Chermside,Chemist & Pharmacy Stores,Westfield Chermside Shop 127-130 Cnr Gympie Hamilton Rds,Chermside,QLD,4032,(07) 3350 4437,www.healthyworld.com.au,chermside@healthyworld.com.au,,-27.385835,153.030976,,,,,Skin care,Active,23 705 450 787,Business Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Heatherton Chandler Pharmacy,Chemist & Pharmacy Stores,127 Chandler Rd,Noble Park,VIC,3174,(03) 9706 3422,,,,-37.975053,145.186088,,,,,,Active,81 894 146 099,Other Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Henry Yu Pharmacy,Chemist & Pharmacy Stores,112 Ashleigh Ave,Karingal,VIC,3199,(03) 9789 0564,,,,-38.13905,145.15251,,,,,,Active,73 665 874 353,Business Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Hope Island 7 Day Amcal Chemist,Chemist & Pharmacy Stores,Shop 3 99-103 Broadwater Ave,Hope Island,QLD,4212,(07) 5530 8653,https://www.amcal.com.au/store-locator/qld/amcal-pharmacy-hope-island,ADMIN@HOPEISLANDAMCAL.COM.AU,,-27.877691,153.363815,,,,,,Active,18 211 697 731,Business Name,AUS,Amcal,SIG,Mergeco
Hospharm Pty Ltd,Chemist & Pharmacy Stores,350 South Tce,Adelaide,SA,5000,(08) 8215 0231,,,,-34.934223,138.614914,,,,,,Active,63 136 875 922,Entity Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Hospharm Pty Ltd,Chemist & Pharmacy Stores,640 Albany Creek Rd,Albany Creek,QLD,4035,(07) 3325 3487,,,,-27.346385,152.975908,,,,,,Active,63 136 875 922,Entity Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Hospharm Pty Ltd,Chemist & Pharmacy Stores,434 Bobbin Head Rd,North Turramurra,NSW,2074,(02) 9440 9130,,,,-33.690863,151.150923,,,,,,Active,63 136 875 922,Entity Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Howard Pharmacy,Chemist & Pharmacy Stores,2/ 75 William St,Howard,QLD,4659,(07) 4129 4614,,,,-25.317893,152.561545,,,,,,Active,56 923 200 725,Business Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Hoxton Park Pharmacy,Chemist & Pharmacy Stores,Shop 14 600 Hoxton Park Rd,Hoxton Park,NSW,2171,(02) 9825 8444,,,,-33.92754,150.85756,,,,,,Active,42 072 412 679,Business Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Jerramungup Pharmacy,Chemist & Pharmacy Stores,9 Memorial Rd,Jerramungup,WA,6337,(08) 9835 1555,https://www.facebook.com/jerramunguppharmacy/,jerrapharmacy@gmail.com,,-33.940815,118.918437,,,,,,Active,57 656 504 228,Business Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Kilsyth Pharmacy,Chemist & Pharmacy Stores,Shop 19- 20/ 520-528 Mt Dandenong Rd,Kilsyth,VIC,3137,(03) 9723 4669,,,,-37.8024067,145.3096596,,,,,,Active,70 655 879 819,Business Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Kingswood Park Pharmacy,Chemist & Pharmacy Stores,Shop 2 Market Land 7 Caloola Ave,Kingswood,NSW,2747,(02) 4721 4604,,,,-33.7437,150.71359,,,,,,Active,45 797 957 040,Business Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Kurnell Pharmacy,Chemist & Pharmacy Stores,Shop 5/ 10-20 Torres St,Kurnell,NSW,2231,(02) 9668 9292,,,,-34.01134,151.20948,,,,,,Active,84 269 807 390,Business Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Lanyon Pharmacy,Chemist & Pharmacy Stores,Shop 17 Lanyon Market Pl,Conder,ACT,2906,(02) 6284 8555,www.lanyonpharmacy.com.au,rmlanyon@lifepharmacygroup.com.au,,-35.45742,149.092606,,,,,,Active,25 153 807 138,Other Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Leppington Pharmacy,Chemist & Pharmacy Stores,1469 Camden Valley Way,Leppington,NSW,2171,(02) 9606 6370,,,,-33.9643,150.81692,,,,,,Active,14 101 873 965,Business Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Lincolnville Pharmacy,Chemist & Pharmacy Stores,33 Mc Farlane St,Keilor East,VIC,3033,(03) 9337 5416,,,,-37.74438,144.86631,,,,,,Active,26 698 857 574,Business Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
LiveLife Pharmacy Coolum Park,Chemist & Pharmacy Stores,21 South Cotton Rd,Coolum Beach,QLD,4573,(07) 5446 3100,http://www.livelifepharmacy.com,coolumpark@livelifepharmacy.com,,-26.5284468,153.0906847,,,,,,Active,48 158 638 503,Business Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
LiveLife Pharmacy Noosa Junction,Chemist & Pharmacy Stores,22 Sunshine Beach Rd,Noosa Heads,QLD,4567,(07) 5447 3478,www.livelifepharmacy.com,noosajunction@livelifepharmacy.com,,-26.397963,153.090911,,,,,,Active,48 158 638 503,Business Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Livelife Pharmacy Tewantin,Chemist & Pharmacy Stores,112 Poinciana Ave,Tewantin,QLD,4565,(07) 5447 1451,https://www.livelifepharmacy.com/,tewantin@livelifepharmacy.com,,-26.391464,153.038696,,,,,,Active,69 620 306 532,Business Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Manly Podiatry,Chemist & Pharmacy Stores,72 The Cso,Manly,NSW,2095,(02) 9977 6397,,,,-33.79805,151.28719,,,,,,Active,98 413 074 895,Business Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Marburg Pharmacy,Chemist & Pharmacy Stores,Shop 3 207 Edmond St,Marburg,QLD,4346,(07) 5464 4630,,marburg.pharmacy@hotmail.com,,-27.563555,152.582825,,,,,,Active,80 961 617 356,Business Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Masen's Pharmacy,Chemist & Pharmacy Stores,61 Armidale St,South Grafton,NSW,2460,(02) 6642 2037,,,,-29.714221,152.9405,,,,,,Active,13 880 704 212,Trading Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
MEDS DIRECT MERRYLANDS,Chemist & Pharmacy Stores,Unit 35 40 Earl St,Merrylands,NSW,2160,(02) 7905 0822,http://medsdirectpharmacy.com.au,medsdirect2160@gmail.com,,-33.847127,150.997908,,,,,,Active,46 640 142 972,Business Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Medsafe Pharmacy,Chemist & Pharmacy Stores,104-106 Miller St,Preston,VIC,3072,(03) 9484 1576,,info@medsafepharmacy.com.au,,-37.750867,144.988733,,,,2010,,Active,19 782 972 560,Other Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Meeniyan Pharmacy,Chemist & Pharmacy Stores,118 Whitelaw St,Meeniyan,VIC,3956,(03) 5664 7244,,,,-38.577807,146.013018,,,,,,Active,36 413 971 287,Business Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Mega Save Chemist,Chemist & Pharmacy Stores,Charlestown Square Level 1 / Shop 1028 Charelstown St,Charlestown,NSW,2290,(02) 4942 5669,,,,-32.9634907,151.6951503,,,,,,Active,33 645 298 440,Other Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Menindee St Abraam Pharmacy,Chemist & Pharmacy Stores,37 Menindee St,Menindee,NSW,2879,(08) 8091 4310,,,,-32.392354,142.417487,,,,,,Active,81 244 552 700,Business Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Merrindale Pharmacy,Chemist & Pharmacy Stores,514 Dorset Rd,Croydon South,VIC,3136,(03) 9723 3366,,,,-37.81601,145.28723,,,,,,Active,12 115 074 078,Business Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Millmerran Pharmacy,Chemist & Pharmacy Stores,43 Campbell St,Millmerran,QLD,4357,(07) 4695 1458,,,,-27.876867,151.269355,,,,,,Active,83 326 092 994,Business Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Mooloolah Valley Pharmacy,Chemist & Pharmacy Stores,,Mooloolah,QLD,4553,(07) 5494 7777,,mooloolahpharmay@nunet.com.au,,-26.7649411,152.9627194,93 560 843 654,,1-Oct,1990,33540G,Active,93 560 843 654,Other Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
